loan_id,Name,Gender,Marital_Status,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,loan_income_ratio,loan_asset_ratio,income_category,cibil_category,risk_level,eligibility_status
1623,Mary Jones,Female,Married,3,Graduate,Yes,9000000,32900000,6,657,9900000,600000,29200000,12000000,Approved,51700000,3.66,0.64,Very High,Good,Medium Risk,Eligible
1624,Charles V. Davis,Male,Married,5,Not Graduate,No,6500000,23300000,12,790,600000,9700000,15500000,9500000,Approved,35300000,3.58,0.66,High,Excellent,Low Risk,Eligible
1625,William M. Williams,Male,Single,1,Graduate,Yes,9500000,30500000,18,500,1300000,3300000,20500000,5500000,Rejected,30600000,3.21,1.0,Very High,Poor,Medium Risk,Not Eligible
1626,Paul F. Miller,Male,Married,2,Not Graduate,Yes,9900000,33200000,4,465,26300000,17000000,24400000,5000000,Approved,72700000,3.35,0.46,Very High,Poor,Medium Risk,Not Eligible
1627,Karen V. Taylor,Female,Divorced,4,Not Graduate,No,2900000,8700000,6,409,3700000,5500000,8200000,2200000,Rejected,19600000,3.0,0.44,Medium,Poor,Medium Risk,Not Eligible
1628,Sandra Williams,Female,Married,4,Graduate,Yes,700000,1800000,20,626,500000,600000,1400000,300000,Approved,2800000,2.57,0.64,Low,Fair,Medium Risk,Eligible
1629,Elizabeth X. Rodriguez,Female,Single,5,Not Graduate,No,4200000,13400000,16,545,9800000,8200000,12500000,3500000,Rejected,34000000,3.19,0.39,Medium,Poor,Medium Risk,Not Eligible
1630,Mary A. Garcia,Female,Single,3,Not Graduate,No,4200000,11400000,10,654,8800000,400000,16200000,5700000,Approved,31100000,2.71,0.37,Medium,Good,Medium Risk,Eligible
1631,Kimberley X. Wilson,Female,Married,0,Not Graduate,No,7600000,26500000,6,515,6200000,14900000,22000000,4000000,Rejected,47100000,3.49,0.56,Very High,Poor,Medium Risk,Not Eligible
1632,Matthew G. Garcia,Male,Married,2,Graduate,Yes,7100000,18800000,12,838,1100000,5200000,16600000,4900000,Approved,27800000,2.65,0.68,High,Excellent,Low Risk,Eligible
1633,Donald F. Jackson,Male,Single,1,Not Graduate,Yes,4700000,16000000,14,406,4000000,5300000,14300000,3300000,Rejected,26900000,3.4,0.59,Medium,Poor,Medium Risk,Not Eligible
1634,Joseph N. Rodriguez,Male,Married,0,Graduate,Yes,9800000,23200000,10,573,23900000,3300000,23600000,14600000,Approved,65400000,2.37,0.35,Very High,Fair,Medium Risk,Eligible
1635,Richard Williams,Male,Single,0,Graduate,Yes,9800000,38700000,2,611,6600000,10400000,33000000,6000000,Approved,56000000,3.95,0.69,Very High,Fair,Medium Risk,Eligible
1636,Jennifer Hernandez,Female,Single,0,Not Graduate,No,5100000,13400000,16,649,6800000,1600000,15700000,3900000,Approved,28000000,2.63,0.48,High,Fair,Medium Risk,Eligible
1637,Linda Smith,Female,Married,0,Not Graduate,Yes,3300000,7700000,12,775,8200000,2100000,7400000,4200000,Approved,21900000,2.33,0.35,Medium,Excellent,Low Risk,Eligible
1638,Joshua Johnson,Male,Married,3,Graduate,No,4500000,12500000,12,469,4100000,7600000,14200000,3400000,Rejected,29300000,2.78,0.43,Medium,Poor,Medium Risk,Not Eligible
1639,Anthony Y. Martin,Male,Single,0,Graduate,Yes,3900000,12800000,18,587,4500000,5300000,12600000,5000000,Approved,27400000,3.28,0.47,Medium,Fair,Medium Risk,Eligible
1640,Ashley K. Hernandez,Female,Single,3,Graduate,Yes,3200000,9900000,10,316,9100000,5500000,8800000,3600000,Rejected,27000000,3.09,0.37,Medium,Poor,Medium Risk,Not Eligible
1641,Lisa V. Davis,Female,Single,2,Graduate,No,3200000,10400000,10,556,8200000,5600000,11500000,4500000,Approved,29800000,3.25,0.35,Medium,Fair,Medium Risk,Eligible
1642,Matthew A. Hernandez,Male,Married,2,Not Graduate,No,9600000,31200000,12,578,9900000,2200000,26500000,13500000,Approved,52100000,3.25,0.6,Very High,Fair,Medium Risk,Eligible
1643,Elizabeth Q. Smith,Female,Single,2,Not Graduate,Yes,8700000,18900000,2,554,3900000,1900000,18000000,11500000,Approved,35300000,2.17,0.54,Very High,Fair,Medium Risk,Eligible
1644,Matthew V. Anderson,Male,Divorced,2,Not Graduate,Yes,1900000,6800000,6,892,2600000,2200000,6400000,900000,Approved,12100000,3.58,0.56,Low,Excellent,Low Risk,Eligible
1645,Susan K. Smith,Female,Single,2,Not Graduate,Yes,2900000,10200000,10,315,8100000,400000,6500000,1600000,Rejected,16600000,3.52,0.61,Medium,Poor,Medium Risk,Not Eligible
1646,Patricia H. Hernandez,Female,Married,0,Not Graduate,No,6200000,12900000,10,695,1900000,3700000,22200000,4200000,Approved,32000000,2.08,0.4,High,Good,Medium Risk,Eligible
1647,Michelle Williams,Female,Divorced,0,Not Graduate,No,5900000,20300000,4,806,300000,3700000,16400000,4800000,Approved,25200000,3.44,0.81,High,Excellent,Low Risk,Eligible
1648,Linda Gonzalez,Female,Single,4,Not Graduate,Yes,3200000,12800000,8,638,4300000,2600000,8000000,3800000,Approved,18700000,4.0,0.68,Medium,Fair,Medium Risk,Eligible
1649,Paul W. Jackson,Male,Married,1,Not Graduate,Yes,1300000,5000000,4,610,3400000,800000,4500000,900000,Approved,9600000,3.85,0.52,Low,Fair,Medium Risk,Eligible
1650,Steven Williams,Male,Married,2,Not Graduate,Yes,1300000,3200000,4,810,3800000,2100000,4300000,800000,Approved,11000000,2.46,0.29,Low,Excellent,Low Risk,Eligible
1651,Barbara P. Anderson,Female,Married,1,Graduate,No,8700000,33200000,4,866,19600000,15900000,23700000,10500000,Approved,69700000,3.82,0.48,Very High,Excellent,Low Risk,Eligible
1652,Thomas Miller,Male,Divorced,3,Not Graduate,No,6300000,23800000,10,760,12700000,1300000,18400000,8800000,Approved,41200000,3.78,0.58,High,Excellent,Low Risk,Eligible
1653,William A. Wilson,Male,Single,3,Graduate,No,4300000,11200000,6,556,11000000,4300000,14500000,5100000,Approved,34900000,2.6,0.32,Medium,Fair,Medium Risk,Eligible
1654,Betty Rodriguez,Female,Single,3,Not Graduate,Yes,6400000,23500000,12,684,17200000,10300000,25300000,7400000,Approved,60200000,3.67,0.39,High,Good,Medium Risk,Eligible
1655,Linda U. Jones,Female,Married,5,Not Graduate,Yes,7700000,25800000,18,578,5000000,7700000,27200000,10600000,Approved,50500000,3.35,0.51,Very High,Fair,Medium Risk,Eligible
1656,Daniel Y. Davis,Male,Divorced,2,Not Graduate,No,6900000,23900000,12,814,13000000,1900000,26600000,6000000,Approved,47500000,3.46,0.5,High,Excellent,Low Risk,Eligible
1657,Daniel X. Gonzalez,Male,Married,0,Not Graduate,No,4200000,14800000,20,510,9200000,5700000,11900000,2600000,Rejected,29400000,3.52,0.5,Medium,Poor,Medium Risk,Not Eligible
1658,Emily H. Wilson,Female,Single,4,Not Graduate,No,3900000,9000000,2,674,8700000,5700000,14000000,3100000,Approved,31500000,2.31,0.29,Medium,Good,Medium Risk,Eligible
1659,Jennifer Brown,Female,Married,0,Graduate,Yes,2000000,4900000,14,570,3800000,300000,6600000,1300000,Approved,12000000,2.45,0.41,Low,Fair,Medium Risk,Eligible
1660,William Jackson,Male,Divorced,1,Not Graduate,No,500000,1700000,2,680,700000,800000,1400000,700000,Approved,3600000,3.4,0.47,Low,Good,Medium Risk,Eligible
1661,Donna Smith,Female,Married,0,Graduate,No,3500000,8800000,12,803,5400000,300000,8400000,3400000,Approved,17500000,2.51,0.5,Medium,Excellent,Low Risk,Eligible
1662,Anthony Wilson,Male,Single,2,Not Graduate,Yes,3100000,10700000,16,357,9200000,1900000,7700000,3800000,Rejected,22600000,3.45,0.47,Medium,Poor,Medium Risk,Not Eligible
1663,Paul D. Martin,Male,Single,3,Not Graduate,Yes,4900000,19000000,4,575,14100000,9100000,16500000,4600000,Approved,44300000,3.88,0.43,Medium,Fair,Medium Risk,Eligible
1664,Lisa J. Jones,Female,Married,1,Not Graduate,No,1000000,3600000,4,546,2500000,0,2600000,500000,Approved,5600000,3.6,0.64,Low,Poor,Medium Risk,Not Eligible
1665,Margaret E. Jones,Female,Married,2,Graduate,No,6700000,21400000,8,370,3200000,11800000,20100000,8600000,Rejected,43700000,3.19,0.49,High,Poor,Medium Risk,Not Eligible
1666,Kenneth Hernandez,Male,Widowed,1,Graduate,No,4100000,9400000,6,713,0,1000000,11100000,3100000,Approved,15200000,2.29,0.62,Medium,Good,Low Risk,Eligible
1667,Charles Jackson,Male,Married,4,Not Graduate,Yes,1600000,3800000,2,896,1200000,400000,4800000,2000000,Approved,8400000,2.38,0.45,Low,Excellent,Low Risk,Eligible
1668,Karen Gonzalez,Female,Married,3,Graduate,Yes,2400000,9200000,14,626,300000,3600000,8500000,2000000,Approved,14400000,3.83,0.64,Low,Fair,Medium Risk,Eligible
1669,Joseph B. Davis,Male,Divorced,0,Graduate,No,2200000,6400000,4,854,900000,1600000,6500000,1300000,Approved,10300000,2.91,0.62,Low,Excellent,Low Risk,Eligible
1670,Steven Gonzalez,Male,Married,4,Graduate,No,3200000,8400000,18,802,400000,0,9100000,4700000,Approved,14200000,2.62,0.59,Medium,Excellent,Low Risk,Eligible
1671,James Moore,Male,Married,4,Not Graduate,Yes,1600000,4400000,20,382,1700000,300000,5200000,1900000,Rejected,9100000,2.75,0.48,Low,Poor,Medium Risk,Not Eligible
1672,Nancy Gonzalez,Female,Married,2,Not Graduate,No,3900000,14900000,6,415,2200000,4300000,9500000,4600000,Rejected,20600000,3.82,0.72,Medium,Poor,Medium Risk,Not Eligible
1673,Karen R. Miller,Female,Single,5,Graduate,Yes,2000000,6300000,4,366,5300000,2200000,5400000,2800000,Approved,15700000,3.15,0.4,Low,Poor,Medium Risk,Not Eligible
1674,Daniel B. Jackson,Male,Married,1,Graduate,Yes,7600000,25400000,10,595,7900000,400000,24900000,11000000,Approved,44200000,3.34,0.57,Very High,Fair,Medium Risk,Eligible
1675,Margaret O. Garcia,Female,Married,1,Not Graduate,No,9800000,21300000,2,356,23000000,12300000,25700000,14600000,Rejected,75600000,2.17,0.28,Very High,Poor,Medium Risk,Not Eligible
1676,Elizabeth Miller,Female,Married,5,Not Graduate,No,7900000,29900000,6,568,5800000,13900000,15900000,8700000,Approved,44300000,3.78,0.67,Very High,Fair,Medium Risk,Eligible
1677,Matthew Jackson,Male,Married,1,Graduate,No,1600000,4000000,10,615,2200000,2700000,5500000,1400000,Approved,11800000,2.5,0.34,Low,Fair,Medium Risk,Eligible
1678,Anthony F. Wilson,Male,Divorced,1,Graduate,Yes,6400000,13900000,12,313,18600000,6300000,18600000,4900000,Rejected,48400000,2.17,0.29,High,Poor,Medium Risk,Not Eligible
1679,Matthew Thomas,Male,Single,1,Graduate,Yes,6400000,17900000,6,575,6600000,7600000,23100000,5300000,Approved,42600000,2.8,0.42,High,Fair,Medium Risk,Eligible
1680,Donna U. Wilson,Female,Married,4,Graduate,No,1600000,5500000,10,577,400000,1200000,4100000,1400000,Approved,7100000,3.44,0.77,Low,Fair,Medium Risk,Eligible
1681,Robert Brown,Male,Married,0,Graduate,No,9200000,30700000,10,455,24900000,2000000,32900000,5200000,Rejected,65000000,3.34,0.47,Very High,Poor,Medium Risk,Not Eligible
1682,Anthony U. Williams,Male,Single,1,Not Graduate,No,7800000,24900000,6,500,15300000,10000000,16500000,4500000,Rejected,46300000,3.19,0.54,Very High,Poor,Medium Risk,Not Eligible
1683,Nancy Smith,Female,Single,1,Not Graduate,Yes,4000000,9400000,8,509,1000000,4100000,10800000,5500000,Rejected,21400000,2.35,0.44,Medium,Poor,Medium Risk,Not Eligible
1684,Kimberley Davis,Female,Married,2,Not Graduate,Yes,6100000,19400000,8,379,5300000,10800000,14300000,4100000,Rejected,34500000,3.18,0.56,High,Poor,Medium Risk,Not Eligible
1685,Sarah F. Brown,Female,Single,5,Graduate,No,7100000,14500000,14,664,5300000,12900000,15700000,9200000,Approved,43100000,2.04,0.34,High,Good,Medium Risk,Eligible
1686,Karen Jackson,Female,Single,0,Not Graduate,Yes,2500000,9900000,6,623,6000000,1800000,6200000,1800000,Approved,15800000,3.96,0.63,Low,Fair,Medium Risk,Eligible
1687,Anthony Smith,Male,Married,5,Graduate,No,3200000,8700000,16,558,2600000,2500000,9100000,1800000,Approved,16000000,2.72,0.54,Medium,Fair,Medium Risk,Eligible
1688,Jennifer R. Taylor,Female,Married,4,Graduate,No,1700000,4300000,18,580,1500000,2400000,6600000,1700000,Approved,12200000,2.53,0.35,Low,Fair,Medium Risk,Eligible
1689,Joseph Brown,Male,Married,4,Graduate,No,6300000,17600000,6,612,16000000,3300000,23500000,3200000,Approved,46000000,2.79,0.38,High,Fair,Medium Risk,Eligible
1690,James Moore,Male,Single,4,Graduate,Yes,700000,2400000,14,705,0,100000,2000000,700000,Approved,2800000,3.43,0.86,Low,Good,Low Risk,Eligible
1691,David Jackson,Male,Single,4,Graduate,Yes,1100000,2700000,18,301,2800000,1600000,3300000,1500000,Rejected,9200000,2.45,0.29,Low,Poor,Medium Risk,Not Eligible
1692,Patricia Q. Williams,Female,Single,1,Not Graduate,Yes,8900000,32000000,16,711,4300000,1200000,22100000,5200000,Approved,32800000,3.6,0.98,Very High,Good,Low Risk,Eligible
1693,Mark Smith,Male,Single,3,Graduate,No,300000,700000,20,735,900000,200000,900000,400000,Approved,2400000,2.33,0.29,Low,Good,Low Risk,Eligible
1694,Emily Anderson,Female,Married,1,Not Graduate,No,2200000,5200000,14,682,2600000,600000,6100000,1800000,Approved,11100000,2.36,0.47,Low,Good,Medium Risk,Eligible
1695,Kimberley Q. Lopez,Female,Single,3,Not Graduate,No,3400000,13500000,10,348,7900000,3700000,8200000,4700000,Rejected,24500000,3.97,0.55,Medium,Poor,Medium Risk,Not Eligible
1696,Robert Davis,Male,Single,0,Graduate,Yes,7900000,23500000,20,750,16800000,15300000,21200000,4000000,Approved,57300000,2.97,0.41,Very High,Excellent,Low Risk,Eligible
1697,David S. Martin,Male,Single,3,Not Graduate,Yes,5800000,18200000,16,835,1000000,6100000,14600000,7900000,Approved,29600000,3.14,0.61,High,Excellent,Low Risk,Eligible
1698,Kenneth Wilson,Male,Single,0,Graduate,Yes,9400000,20000000,6,389,16000000,7100000,19400000,10200000,Rejected,52700000,2.13,0.38,Very High,Poor,Medium Risk,Not Eligible
1699,Barbara Gonzalez,Female,Divorced,2,Graduate,No,4800000,18900000,4,866,10200000,6000000,13900000,5900000,Approved,36000000,3.94,0.52,Medium,Excellent,Low Risk,Eligible
1700,Elizabeth Moore,Female,Married,3,Not Graduate,No,7600000,26600000,4,689,5300000,600000,24300000,8600000,Approved,38800000,3.5,0.69,Very High,Good,Medium Risk,Eligible
1701,Susan U. Lopez,Female,Married,0,Not Graduate,No,5900000,17600000,16,645,13000000,3100000,23400000,8600000,Approved,48100000,2.98,0.37,High,Fair,Medium Risk,Eligible
1702,Mark Jones,Male,Married,1,Graduate,Yes,4300000,10100000,2,797,4400000,4500000,16300000,4700000,Approved,29900000,2.35,0.34,Medium,Excellent,Low Risk,Eligible
1703,Mary Martin,Female,Single,5,Graduate,No,6100000,17800000,6,849,2900000,10900000,16100000,7800000,Approved,37700000,2.92,0.47,High,Excellent,Low Risk,Eligible
1704,Andrew Wilson,Male,Married,5,Graduate,No,5400000,19700000,20,423,6500000,10000000,15700000,7300000,Rejected,39500000,3.65,0.5,High,Poor,Medium Risk,Not Eligible
1705,Lisa Rodriguez,Female,Married,1,Not Graduate,Yes,5200000,11200000,2,370,9900000,10200000,16700000,6400000,Rejected,43200000,2.15,0.26,High,Poor,Medium Risk,Not Eligible
1706,Mary Brown,Female,Widowed,5,Not Graduate,No,8500000,31300000,12,378,21400000,13100000,30400000,8800000,Rejected,73700000,3.68,0.42,Very High,Poor,Medium Risk,Not Eligible
1707,Linda Brown,Female,Married,4,Not Graduate,No,900000,1900000,20,417,1000000,800000,2800000,900000,Rejected,5500000,2.11,0.35,Low,Poor,Medium Risk,Not Eligible
1708,Donna Thomas,Female,Single,1,Not Graduate,No,1400000,4100000,20,530,1200000,1100000,3000000,1900000,Rejected,7200000,2.93,0.57,Low,Poor,Medium Risk,Not Eligible
1709,Emily B. Rodriguez,Female,Single,1,Not Graduate,Yes,2400000,9300000,20,543,700000,800000,5000000,3400000,Rejected,9900000,3.88,0.94,Low,Poor,Medium Risk,Not Eligible
1710,Barbara V. Lopez,Female,Widowed,4,Graduate,No,6300000,15000000,18,750,800000,6500000,15400000,7700000,Approved,30400000,2.38,0.49,High,Excellent,Low Risk,Eligible
1711,Ashley Jackson,Female,Single,1,Graduate,No,3100000,7600000,20,346,700000,4600000,8100000,4400000,Rejected,17800000,2.45,0.43,Medium,Poor,Medium Risk,Not Eligible
1712,David Jones,Male,Married,4,Graduate,Yes,6900000,19000000,14,330,9300000,7100000,18800000,8400000,Rejected,43600000,2.75,0.44,High,Poor,Medium Risk,Not Eligible
1713,Matthew N. Davis,Male,Married,2,Not Graduate,Yes,3000000,7400000,10,712,5100000,1000000,11600000,3800000,Approved,21500000,2.47,0.34,Medium,Good,Low Risk,Eligible
1714,Donald Q. Lopez,Male,Single,0,Not Graduate,No,3100000,10100000,14,376,6400000,2600000,11600000,4300000,Rejected,24900000,3.26,0.41,Medium,Poor,Medium Risk,Not Eligible
1715,Kimberley Davis,Female,Divorced,4,Not Graduate,No,600000,1200000,14,338,500000,500000,2300000,500000,Rejected,3800000,2.0,0.32,Low,Poor,Medium Risk,Not Eligible
1716,Sandra U. Hernandez,Female,Single,4,Not Graduate,Yes,4700000,13700000,14,600,12100000,8400000,17700000,5000000,Approved,43200000,2.91,0.32,Medium,Fair,Medium Risk,Eligible
1717,Michael C. Garcia,Male,Married,1,Graduate,No,2500000,6900000,20,495,4800000,3300000,5700000,3700000,Rejected,17500000,2.76,0.39,Low,Poor,Medium Risk,Not Eligible
1718,Mary X. Wilson,Female,Single,0,Graduate,No,9700000,30400000,4,300,17100000,16600000,38100000,9200000,Approved,81000000,3.13,0.38,Very High,Poor,Medium Risk,Not Eligible
1719,Kimberley M. Moore,Female,Single,4,Not Graduate,Yes,7600000,20000000,18,691,5000000,8700000,23400000,11200000,Approved,48300000,2.63,0.41,Very High,Good,Medium Risk,Eligible
1720,James X. Wilson,Male,Single,1,Graduate,No,8400000,24700000,8,519,12900000,16700000,17300000,6000000,Rejected,52900000,2.94,0.47,Very High,Poor,Medium Risk,Not Eligible
1721,Kenneth V. Anderson,Male,Divorced,3,Graduate,Yes,3800000,15100000,20,540,9400000,1000000,9300000,3600000,Rejected,23300000,3.97,0.65,Medium,Poor,Medium Risk,Not Eligible
1722,Richard Williams,Male,Single,3,Not Graduate,Yes,3100000,11400000,16,562,3600000,3600000,7200000,3100000,Approved,17500000,3.68,0.65,Medium,Fair,Medium Risk,Eligible
1723,Patricia Wilson,Female,Single,2,Not Graduate,No,5700000,21300000,10,323,1600000,11200000,16200000,5100000,Rejected,34100000,3.74,0.62,High,Poor,Medium Risk,Not Eligible
1724,Daniel Y. Davis,Male,Divorced,1,Graduate,Yes,5500000,19700000,10,312,12800000,4800000,19500000,3300000,Rejected,40400000,3.58,0.49,High,Poor,Medium Risk,Not Eligible
1725,Karen Thomas,Female,Single,1,Not Graduate,Yes,200000,600000,2,511,500000,100000,800000,200000,Approved,1600000,3.0,0.38,Low,Poor,Medium Risk,Not Eligible
1726,Susan U. Martinez,Female,Married,3,Not Graduate,Yes,3700000,13800000,10,621,4000000,800000,11900000,5300000,Approved,22000000,3.73,0.63,Medium,Fair,Medium Risk,Eligible
1727,Donald B. Martin,Male,Single,2,Not Graduate,Yes,1600000,4300000,20,512,3200000,2500000,6300000,900000,Rejected,12900000,2.69,0.33,Low,Poor,Medium Risk,Not Eligible
1728,Lisa Martinez,Female,Single,4,Graduate,No,3900000,11000000,2,786,7900000,1600000,10700000,2100000,Approved,22300000,2.82,0.49,Medium,Excellent,Low Risk,Eligible
1729,Anthony Lopez,Male,Married,3,Not Graduate,Yes,700000,1600000,18,303,600000,500000,2000000,600000,Rejected,3700000,2.29,0.43,Low,Poor,Medium Risk,Not Eligible
1730,Michael E. Taylor,Male,Married,3,Graduate,Yes,5800000,16700000,18,633,8100000,8400000,14700000,3700000,Approved,34900000,2.88,0.48,High,Fair,Medium Risk,Eligible
1731,Mary I. Jones,Female,Single,4,Graduate,Yes,3800000,14000000,6,711,9500000,7300000,14500000,3100000,Approved,34400000,3.68,0.41,Medium,Good,Low Risk,Eligible
1732,Nancy Martinez,Female,Divorced,2,Graduate,No,6400000,16900000,16,472,11100000,6000000,16300000,4500000,Rejected,37900000,2.64,0.45,High,Poor,Medium Risk,Not Eligible
1733,Linda O. Anderson,Female,Single,1,Graduate,Yes,5500000,12100000,4,350,6300000,9200000,17200000,6900000,Rejected,39600000,2.2,0.31,High,Poor,Medium Risk,Not Eligible
1734,Sandra Smith,Female,Divorced,1,Not Graduate,Yes,6800000,13700000,10,879,500000,2600000,22000000,6800000,Approved,31900000,2.01,0.43,High,Excellent,Low Risk,Eligible
1735,William Miller,Male,Single,4,Not Graduate,No,6700000,13400000,10,436,3600000,1200000,23200000,7500000,Rejected,35500000,2.0,0.38,High,Poor,Medium Risk,Not Eligible
1736,Lisa Johnson,Female,Single,1,Graduate,Yes,5300000,11500000,14,848,1300000,3600000,14700000,5700000,Approved,25300000,2.17,0.45,High,Excellent,Low Risk,Eligible
1737,Sarah Brown,Female,Married,2,Graduate,No,6600000,23200000,16,555,9900000,6500000,23300000,3300000,Approved,43000000,3.52,0.54,High,Fair,Medium Risk,Eligible
1738,Daniel X. Gonzalez,Male,Married,2,Graduate,No,6600000,13100000,20,885,10900000,4300000,20600000,6200000,Approved,42000000,1.98,0.31,High,Excellent,Low Risk,Eligible
1739,Elizabeth Z. Brown,Female,Single,0,Not Graduate,No,7600000,25200000,6,888,12700000,10900000,24500000,7500000,Approved,55600000,3.32,0.45,Very High,Excellent,Low Risk,Eligible
1740,Matthew Taylor,Male,Married,4,Not Graduate,Yes,2500000,6100000,20,478,5900000,800000,9500000,3200000,Rejected,19400000,2.44,0.31,Low,Poor,Medium Risk,Not Eligible
1741,Daniel X. Wilson,Male,Single,4,Not Graduate,No,1100000,2500000,4,603,1900000,1400000,3900000,500000,Approved,7700000,2.27,0.32,Low,Fair,Medium Risk,Eligible
1742,Karen Martinez,Female,Married,1,Not Graduate,No,2300000,8200000,8,784,2000000,0,7600000,1100000,Approved,10700000,3.57,0.77,Low,Excellent,Low Risk,Eligible
1743,Kenneth F. Jones,Male,Single,1,Graduate,Yes,3300000,11700000,4,682,3500000,5500000,12300000,1600000,Approved,22900000,3.55,0.51,Medium,Good,Medium Risk,Eligible
1744,Charles N. Davis,Male,Single,4,Graduate,Yes,2600000,5900000,6,471,3500000,1900000,7300000,3400000,Rejected,16100000,2.27,0.37,Medium,Poor,Medium Risk,Not Eligible
1745,Paul Martin,Male,Widowed,4,Not Graduate,Yes,9300000,36700000,20,808,16500000,14700000,26500000,7100000,Approved,64800000,3.95,0.57,Very High,Excellent,Low Risk,Eligible
1746,Thomas Brown,Male,Single,4,Not Graduate,No,5300000,18500000,8,470,2900000,9300000,14900000,4900000,Rejected,32000000,3.49,0.58,High,Poor,Medium Risk,Not Eligible
1747,David Wilson,Male,Single,2,Not Graduate,No,5400000,13800000,20,574,900000,9200000,10900000,3700000,Approved,24700000,2.56,0.56,High,Fair,Medium Risk,Eligible
1748,Anthony W. Wilson,Male,Married,4,Not Graduate,Yes,3500000,12000000,8,314,7700000,100000,12600000,2700000,Rejected,23100000,3.43,0.52,Medium,Poor,Medium Risk,Not Eligible
1749,Thomas Hernandez,Male,Single,2,Graduate,No,4200000,10200000,14,407,5900000,4500000,12000000,2500000,Rejected,24900000,2.43,0.41,Medium,Poor,Medium Risk,Not Eligible
1750,Patricia Martinez,Female,Single,0,Not Graduate,Yes,9200000,34900000,4,702,16900000,16000000,24100000,9800000,Approved,66800000,3.79,0.52,Very High,Good,Low Risk,Eligible
1751,Sandra Davis,Female,Single,2,Graduate,No,4300000,9800000,2,499,4400000,4500000,12600000,5100000,Rejected,26600000,2.28,0.37,Medium,Poor,Medium Risk,Not Eligible
1752,James K. Johnson,Male,Single,1,Graduate,Yes,7500000,19900000,10,669,1800000,8800000,18100000,7300000,Approved,36000000,2.65,0.55,High,Good,Medium Risk,Eligible
1753,Sarah Martin,Female,Single,5,Not Graduate,Yes,5400000,18800000,20,326,9700000,10100000,14800000,3200000,Rejected,37800000,3.48,0.5,High,Poor,Medium Risk,Not Eligible
1754,Nancy Hernandez,Female,Single,3,Not Graduate,No,5500000,16200000,18,778,4700000,10700000,15300000,6100000,Approved,36800000,2.95,0.44,High,Excellent,Low Risk,Eligible
1755,Andrew Jones,Male,Married,2,Not Graduate,Yes,2100000,4500000,2,787,4800000,2800000,6000000,2100000,Approved,15700000,2.14,0.29,Low,Excellent,Low Risk,Eligible
1756,Donna H. Taylor,Female,Married,0,Graduate,No,3700000,12300000,16,831,8000000,2200000,11200000,2400000,Approved,23800000,3.32,0.52,Medium,Excellent,Low Risk,Eligible
1757,Joshua Gonzalez,Male,Single,0,Graduate,No,8800000,32900000,18,576,1300000,8700000,32600000,5600000,Approved,48200000,3.74,0.68,Very High,Fair,Medium Risk,Eligible
1758,Robert U. Jackson,Male,Married,5,Not Graduate,No,5800000,22800000,12,600,16000000,1100000,20700000,5700000,Approved,43500000,3.93,0.52,High,Fair,Medium Risk,Eligible
1759,Donald Brown,Male,Married,4,Graduate,No,7900000,30600000,2,569,7600000,3400000,20100000,7400000,Approved,38500000,3.87,0.79,Very High,Fair,Medium Risk,Eligible
1760,Karen G. Thomas,Female,Married,1,Not Graduate,Yes,3100000,6300000,20,867,1900000,6100000,6600000,4000000,Approved,18600000,2.03,0.34,Medium,Excellent,Low Risk,Eligible
1761,Robert Jones,Male,Married,0,Not Graduate,No,4100000,14500000,12,441,9900000,300000,15700000,3900000,Rejected,29800000,3.54,0.49,Medium,Poor,Medium Risk,Not Eligible
1762,Emily O. Lopez,Female,Married,2,Not Graduate,Yes,9800000,32700000,2,304,4700000,19000000,24500000,8600000,Approved,56800000,3.34,0.58,Very High,Poor,Medium Risk,Not Eligible
1763,Mark Williams,Male,Married,5,Not Graduate,No,3300000,8400000,18,520,500000,6300000,11000000,4000000,Rejected,21800000,2.55,0.39,Medium,Poor,Medium Risk,Not Eligible
1764,Richard Martin,Male,Widowed,0,Graduate,No,2000000,6200000,14,613,100000,1800000,5400000,1300000,Approved,8600000,3.1,0.72,Low,Fair,Medium Risk,Eligible
1765,Patricia Jackson,Female,Widowed,2,Not Graduate,Yes,600000,1100000,8,885,700000,0,1200000,300000,Approved,2200000,1.83,0.5,Low,Excellent,Low Risk,Eligible
1766,Anthony Q. Thomas,Male,Widowed,4,Not Graduate,Yes,3600000,9500000,2,841,4900000,4400000,13500000,2100000,Approved,24900000,2.64,0.38,Medium,Excellent,Low Risk,Eligible
1767,Donald Taylor,Male,Married,2,Not Graduate,No,7500000,29100000,20,815,12400000,9500000,25300000,9100000,Approved,56300000,3.88,0.52,High,Excellent,Low Risk,Eligible
1768,Michelle Rodriguez,Female,Single,5,Graduate,Yes,200000,400000,18,822,200000,300000,600000,300000,Approved,1400000,2.0,0.29,Low,Excellent,Low Risk,Eligible
1769,Joshua Z. Smith,Male,Married,4,Not Graduate,No,9900000,29100000,18,772,24100000,19400000,26800000,11700000,Approved,82000000,2.94,0.35,Very High,Excellent,Low Risk,Eligible
1770,Karen Davis,Female,Single,5,Graduate,Yes,6100000,22500000,6,776,17600000,9900000,13800000,4800000,Approved,46100000,3.69,0.49,High,Excellent,Low Risk,Eligible
